temperature,humidity,moisture,soil,crop
25.76,59.69,42.9,clayey,paddy
34.01,66.76,38.99,sandy,wheat
28.1,63.12,59.22,clayey,wheat
36.54,59.79,31.06,sandy,maize
36.4,64.47,41.6,black,pulses
29.53,62.5,21.78,black,cotton
26.54,60.09,68.52,clayey,wheat
34.58,71.62,47.49,black,barley
31.48,62.41,24.55,sandy,sugarcane
34.25,73.85,41.28,black,barley
25.08,62.43,46.48,loamy,oil seeds
28.44,55.65,65.23,sandy,pulses
25.89,50.14,30.58,red,cotton
32.12,77.32,23.3,black,millets
34.41,61.06,44.38,clayey,barley
34.19,62.08,20.0,black,paddy
38.22,57.94,50.07,sandy,paddy
27.87,55.62,31.24,loamy,ground nuts
27.56,65.73,22.89,sandy,tobacco
28.02,48.4,57.89,sandy,maize
24.06,59.62,70.0,red,sugarcane
23.7,61.92,38.39,clayey,maize
26.86,65.22,55.92,red,millets
33.41,52.42,48.93,red,tobacco
24.1,54.53,37.08,black,paddy
30.76,52.1,45.25,clayey,ground nuts
33.33,67.32,54.05,red,maize
32.57,60.04,49.72,black,ground nuts
33.14,49.74,33.96,red,ground nuts
36.86,63.61,26.57,clayey,oil seeds
31.44,53.24,45.64,sandy,oil seeds
24.61,49.42,45.94,black,millets
31.16,52.39,22.68,loamy,maize
31.73,64.39,55.77,black,oil seeds
27.73,55.39,44.28,black,tobacco
29.91,67.67,41.74,sandy,wheat
28.48,69.72,42.47,clayey,millets
26.37,52.84,20.0,clayey,wheat
37.29,68.48,37.23,clayey,cotton
27.28,49.29,53.75,loamy,ground nuts
28.54,52.41,56.61,sandy,maize
35.52,58.55,37.93,loamy,oil seeds
34.31,59.99,45.08,red,cotton
22.21,52.71,52.42,clayey,sugarcane
32.06,70.94,66.54,black,tobacco
39.45,61.53,28.76,loamy,sugarcane
28.44,52.58,36.69,black,barley
24.39,61.39,39.84,sandy,barley
27.7,55.99,39.51,clayey,wheat
27.84,67.18,46.95,black,cotton
24.56,58.5,32.41,clayey,oil seeds
32.07,67.78,33.63,clayey,wheat
31.04,52.32,62.57,loamy,sugarcane
24.82,49.2,36.28,clayey,paddy
29.17,47.64,58.77,clayey,oil seeds
22.49,53.29,40.75,loamy,ground nuts
30.17,51.2,34.47,black,ground nuts
29.86,52.39,28.29,loamy,sugarcane
26.36,64.53,20.0,black,sugarcane
29.94,57.63,50.05,loamy,pulses
24.42,60.92,38.85,sandy,tobacco
35.93,62.74,49.08,sandy,ground nuts
28.33,55.61,32.04,clayey,cotton
32.95,64.98,33.74,clayey,maize
25.86,69.87,40.56,clayey,barley
32.74,52.59,32.29,sandy,pulses
27.17,60.75,56.14,red,ground nuts
24.86,49.39,31.93,red,paddy
40.0,74.58,50.59,black,oil seeds
26.12,62.49,63.64,sandy,barley
29.0,56.76,20.0,sandy,cotton
32.73,57.84,40.73,sandy,oil seeds
29.99,62.67,29.97,sandy,millets
26.67,56.31,37.51,red,maize
33.3,67.48,42.24,loamy,barley
35.44,66.64,32.53,sandy,paddy
33.13,57.08,25.06,black,oil seeds
35.11,62.94,34.46,sandy,pulses
29.01,61.71,48.57,sandy,paddy
38.94,75.61,49.89,clayey,maize
30.55,51.34,42.6,black,sugarcane
28.16,58.55,25.26,clayey,barley
40.0,64.09,46.49,sandy,tobacco
29.35,62.25,39.85,loamy,ground nuts
26.48,62.9,33.45,sandy,oil seeds
27.66,47.56,41.75,black,ground nuts
35.72,68.72,25.91,red,wheat
28.79,48.06,37.93,loamy,wheat
34.17,58.77,44.38,sandy,sugarcane
26.8,44.21,38.52,sandy,ground nuts
28.95,59.12,26.9,black,wheat
32.83,68.78,37.84,sandy,wheat
25.25,45.43,65.6,black,cotton
30.33,62.51,68.4,sandy,tobacco
32.02,63.85,28.71,red,maize
31.17,55.69,40.48,loamy,wheat
28.93,70.5,64.49,black,maize
30.87,63.26,31.49,black,cotton
25.69,62.47,65.56,black,paddy
28.09,62.05,41.9,red,wheat
32.56,65.99,36.24,loamy,ground nuts
30.46,54.2,26.28,black,cotton
35.65,66.09,33.49,black,oil seeds
29.94,55.21,52.74,red,barley
21.71,49.72,30.07,black,paddy
26.09,61.38,37.05,black,tobacco
31.74,68.91,47.96,clayey,millets
38.84,61.78,60.96,loamy,maize
30.25,53.77,39.07,clayey,cotton
32.22,67.1,64.91,red,ground nuts
26.13,55.16,61.36,black,pulses
37.33,62.07,24.59,sandy,wheat
31.94,43.31,56.99,red,cotton
28.23,54.78,46.69,sandy,pulses
30.54,45.68,27.66,loamy,pulses
30.6,55.38,35.35,loamy,paddy
39.13,73.24,41.33,loamy,maize
25.75,61.91,33.57,clayey,wheat
29.99,60.85,46.92,loamy,barley
40.0,68.84,70.0,red,millets
31.08,51.34,55.35,clayey,oil seeds
28.77,51.58,35.29,clayey,pulses
40.0,64.69,54.83,loamy,sugarcane
27.43,51.19,59.36,sandy,tobacco
32.79,45.26,26.63,loamy,wheat
31.04,71.72,53.87,clayey,paddy
25.99,51.27,38.05,loamy,maize
38.25,61.62,25.91,loamy,tobacco
25.03,59.25,46.72,red,tobacco
22.52,59.32,31.39,black,sugarcane
26.12,56.29,67.0,loamy,maize
26.09,50.71,44.3,black,pulses
38.53,69.75,61.48,clayey,paddy
28.93,60.61,46.4,sandy,sugarcane
29.51,57.86,47.6,black,barley
33.95,69.5,26.36,red,cotton
30.99,47.42,57.98,clayey,sugarcane
32.26,54.9,62.24,sandy,maize
31.83,67.7,37.31,red,barley
31.94,61.1,52.49,loamy,pulses
26.53,58.97,45.49,black,sugarcane
28.16,49.51,36.1,sandy,ground nuts
38.8,63.61,68.24,black,sugarcane
21.85,44.0,49.66,clayey,cotton
35.0,65.39,37.65,loamy,sugarcane
31.91,54.59,63.99,loamy,pulses
26.67,55.69,30.74,loamy,cotton
26.68,54.5,38.68,loamy,tobacco
29.19,60.94,42.0,red,oil seeds
22.27,59.9,51.79,clayey,ground nuts
37.63,71.29,50.14,red,cotton
33.13,70.61,42.85,loamy,wheat
28.6,56.17,57.59,clayey,ground nuts
34.35,60.57,46.46,sandy,pulses
23.82,53.92,33.92,clayey,pulses
27.76,52.38,36.17,loamy,oil seeds
24.68,43.45,57.28,loamy,paddy
24.1,45.69,20.64,red,oil seeds
30.87,65.28,46.28,clayey,oil seeds
33.69,71.85,50.83,sandy,millets
33.65,65.32,70.0,clayey,millets
30.33,44.11,26.82,black,ground nuts
29.74,63.49,44.31,sandy,wheat
26.3,54.13,34.21,sandy,pulses
24.96,44.47,66.11,sandy,sugarcane
33.57,60.78,51.96,red,paddy
33.5,56.07,54.11,clayey,oil seeds
30.24,61.77,37.68,loamy,tobacco
37.62,69.05,44.74,red,pulses
25.79,60.67,43.34,clayey,paddy
30.35,60.18,63.97,sandy,millets
31.38,51.49,61.27,red,paddy
29.28,71.07,35.67,black,sugarcane
31.0,57.54,48.96,red,barley
33.3,68.18,47.51,clayey,ground nuts
22.85,55.1,29.09,red,oil seeds
33.98,62.99,50.43,sandy,barley
28.82,62.48,20.0,black,millets
29.99,66.83,47.07,loamy,paddy
34.18,67.07,58.67,loamy,tobacco
40.0,67.75,56.43,loamy,barley
32.67,56.77,40.22,clayey,maize
22.13,50.96,59.06,clayey,cotton
24.84,53.53,34.79,sandy,millets
30.24,58.88,49.24,loamy,tobacco
25.81,58.56,40.21,black,wheat
34.23,69.79,65.57,clayey,paddy
28.67,57.67,21.0,clayey,millets
30.8,55.01,25.0,black,oil seeds
31.14,57.5,63.08,loamy,cotton
33.11,67.57,32.21,loamy,wheat
31.43,63.1,43.59,black,pulses
29.73,59.06,69.92,sandy,millets
21.23,46.1,36.59,black,ground nuts
28.01,50.89,20.0,loamy,millets
23.56,57.65,42.16,red,cotton
32.72,58.96,60.48,black,pulses
31.16,48.63,20.19,sandy,oil seeds
29.76,64.65,52.47,red,oil seeds
36.17,68.75,32.62,black,cotton
26.1,47.54,20.66,loamy,cotton
33.77,48.38,32.49,loamy,cotton
25.64,55.98,37.32,red,maize
21.73,48.03,43.37,sandy,maize
28.89,46.84,27.93,loamy,wheat
33.59,51.12,39.54,black,wheat
26.21,66.15,51.0,red,wheat
39.86,71.81,57.26,red,oil seeds
26.38,63.29,52.18,clayey,ground nuts
25.54,62.93,36.09,loamy,paddy
27.38,60.32,50.76,sandy,pulses
23.59,52.26,42.23,sandy,sugarcane
33.97,49.49,35.62,clayey,maize
33.16,51.42,47.39,loamy,cotton
25.25,46.12,56.39,black,cotton
28.82,61.5,42.75,clayey,ground nuts
30.93,67.78,70.0,black,ground nuts
34.27,65.79,45.96,black,oil seeds
28.52,52.04,64.54,black,paddy
26.18,60.1,34.98,loamy,cotton
30.19,67.0,24.65,sandy,cotton
26.15,56.28,48.04,black,cotton
26.51,50.62,55.85,sandy,maize
32.89,53.28,63.35,black,millets
31.36,66.66,46.26,clayey,ground nuts
25.37,51.4,67.69,red,ground nuts
29.14,67.8,49.49,red,paddy
29.89,71.8,41.42,loamy,paddy
30.69,55.65,63.02,clayey,cotton
31.52,67.58,32.04,sandy,ground nuts
26.01,41.55,61.19,black,ground nuts
30.43,55.84,34.76,sandy,paddy
32.51,62.88,48.48,loamy,sugarcane
27.22,49.1,27.15,clayey,oil seeds
36.5,68.47,38.52,red,cotton
21.59,54.14,68.42,loamy,barley
30.75,52.41,36.1,clayey,oil seeds
27.98,51.57,32.44,sandy,sugarcane
33.96,52.94,35.23,sandy,wheat
27.85,52.65,33.33,clayey,wheat
26.51,63.74,20.0,clayey,wheat
29.01,58.45,25.72,red,barley
31.19,57.06,56.73,red,wheat
24.32,46.37,64.36,sandy,ground nuts
27.82,58.73,41.49,loamy,ground nuts
29.29,73.05,60.5,sandy,tobacco
33.05,59.1,34.65,loamy,wheat
30.4,60.08,37.04,loamy,ground nuts
26.8,53.34,39.36,red,tobacco
33.99,56.59,20.08,sandy,maize
22.1,47.1,47.6,loamy,oil seeds
31.57,49.29,48.02,sandy,millets
37.51,57.76,60.62,black,paddy
30.49,61.62,43.88,clayey,wheat
33.16,70.77,55.48,sandy,tobacco
25.11,67.21,30.73,clayey,ground nuts
32.74,60.15,33.03,black,wheat
27.57,60.24,46.64,black,ground nuts
22.71,50.4,40.46,black,pulses
28.32,57.04,36.82,black,pulses
38.64,60.03,32.44,sandy,cotton
30.56,52.13,44.67,clayey,pulses
27.2,46.67,31.41,clayey,cotton
29.09,44.8,44.98,black,millets
27.56,50.27,33.38,black,maize
29.91,71.44,52.85,loamy,millets
30.04,59.31,23.46,black,wheat
40.0,70.46,49.59,black,cotton
31.02,63.58,48.47,loamy,tobacco
38.72,62.6,32.93,clayey,maize
30.61,64.43,45.47,red,cotton
30.45,47.88,24.31,red,millets
28.73,61.1,60.49,black,oil seeds
28.37,51.61,45.94,red,paddy
25.09,43.46,52.01,black,sugarcane
26.06,45.12,29.83,clayey,pulses
27.7,52.81,45.3,red,oil seeds
33.17,57.64,31.57,red,wheat
26.6,55.39,57.23,red,paddy
24.5,53.2,40.47,sandy,sugarcane
29.08,60.86,42.96,loamy,wheat
34.13,51.37,63.68,clayey,pulses
25.24,50.51,43.13,clayey,barley
23.91,49.16,24.07,black,sugarcane
27.47,58.55,35.02,loamy,oil seeds
26.71,53.04,48.29,red,oil seeds
34.59,63.22,42.17,clayey,maize
25.82,49.88,37.06,black,pulses
32.62,66.69,34.48,loamy,ground nuts
36.46,69.63,49.78,sandy,millets
28.63,48.69,39.09,red,sugarcane
31.48,74.48,40.94,red,pulses
30.1,61.63,36.49,black,cotton
28.57,50.92,24.51,clayey,ground nuts
24.06,52.41,28.87,black,tobacco
32.76,50.53,26.65,sandy,tobacco
32.02,56.24,36.81,red,maize
27.39,68.54,31.22,sandy,cotton
28.17,44.52,37.4,sandy,cotton
39.6,57.34,40.13,sandy,paddy
27.83,67.66,56.62,sandy,barley
26.0,54.8,54.3,red,cotton
27.72,53.82,38.47,clayey,tobacco
26.97,44.41,51.42,loamy,millets
34.47,63.73,36.79,red,sugarcane
39.41,72.15,42.56,black,millets
35.0,63.21,33.69,red,pulses
33.33,65.37,31.42,black,sugarcane
37.4,66.12,61.2,loamy,millets
21.33,59.53,34.34,red,pulses
31.46,62.0,46.01,black,barley
33.94,65.0,36.07,red,sugarcane
31.36,59.58,69.23,sandy,maize
26.24,43.51,41.0,red,sugarcane
37.57,60.17,47.52,clayey,paddy
31.62,67.35,40.08,loamy,cotton
32.76,52.66,70.0,clayey,tobacco
33.93,52.27,42.0,clayey,wheat
40.0,71.21,45.73,clayey,sugarcane
33.55,59.39,30.38,clayey,maize
31.97,58.12,24.71,sandy,barley
37.0,55.83,42.57,black,tobacco
22.38,50.14,29.26,red,ground nuts
29.83,52.91,34.01,sandy,wheat
34.6,57.76,33.56,sandy,wheat
24.63,50.31,63.27,sandy,sugarcane
28.46,54.38,40.69,loamy,cotton
34.16,69.55,53.12,clayey,sugarcane
28.72,55.54,27.69,sandy,sugarcane
34.75,56.36,27.64,black,cotton
27.34,54.86,36.42,clayey,cotton
31.48,49.9,41.72,sandy,wheat
32.2,53.44,28.81,sandy,maize
32.88,64.12,33.49,red,ground nuts
27.04,49.54,35.64,loamy,cotton
34.58,65.76,56.38,sandy,millets
32.86,71.74,67.98,clayey,cotton
29.02,43.2,31.33,sandy,barley
35.62,63.55,49.96,clayey,tobacco
26.47,64.77,23.03,red,millets
30.32,69.9,51.72,black,sugarcane
37.98,63.73,31.31,loamy,tobacco
24.99,55.26,37.78,clayey,oil seeds
27.03,63.04,37.86,sandy,maize
27.0,44.44,50.65,sandy,wheat
22.74,59.33,60.29,sandy,cotton
33.12,67.93,44.16,sandy,paddy
28.82,49.32,54.64,black,paddy
26.84,60.73,44.94,clayey,wheat
33.36,58.08,48.3,black,tobacco
26.54,64.11,37.2,sandy,tobacco
24.72,63.9,39.65,sandy,pulses
23.56,60.5,36.73,loamy,millets
30.38,63.85,24.8,red,sugarcane
28.1,59.34,39.97,loamy,sugarcane
27.21,55.78,28.17,red,ground nuts
34.83,66.32,48.03,black,pulses
27.7,55.91,25.34,loamy,millets
24.39,46.09,36.57,black,cotton
36.99,77.28,25.49,black,wheat
32.44,66.7,44.68,black,sugarcane
34.35,65.77,49.74,clayey,pulses
31.54,64.72,32.88,loamy,paddy
31.63,63.91,42.19,red,wheat
32.04,75.94,20.1,black,wheat
28.35,58.1,36.8,loamy,ground nuts
30.62,58.67,46.57,sandy,wheat
25.71,43.52,40.7,loamy,oil seeds
33.22,60.99,43.26,red,oil seeds
29.92,50.28,36.3,clayey,ground nuts
26.25,53.05,28.22,sandy,sugarcane
27.4,59.79,36.45,loamy,paddy
39.29,62.84,52.03,red,millets
27.21,58.5,64.74,black,pulses
28.88,60.38,31.01,red,wheat
26.97,51.01,56.59,loamy,oil seeds
30.38,63.18,56.23,loamy,tobacco
36.01,67.22,35.57,red,tobacco
33.67,56.87,39.33,sandy,oil seeds
37.68,54.79,33.81,sandy,sugarcane
22.12,45.25,38.99,red,tobacco
32.18,53.93,42.41,clayey,wheat
33.87,55.06,65.59,red,oil seeds
29.63,72.87,59.15,clayey,paddy
24.32,45.16,50.1,sandy,paddy
27.86,59.09,26.75,black,paddy
25.48,58.52,38.7,clayey,cotton
37.88,62.19,32.88,loamy,paddy
32.84,55.64,38.3,black,pulses
29.85,63.07,35.41,sandy,pulses
24.47,48.15,50.29,clayey,pulses
25.43,56.68,51.55,red,wheat
32.52,76.7,58.47,sandy,tobacco
22.93,53.13,31.62,red,wheat
27.23,57.59,62.86,loamy,paddy
34.29,77.99,23.79,loamy,paddy
35.01,59.29,60.12,loamy,oil seeds
28.79,50.73,37.84,black,ground nuts
25.3,56.4,43.77,black,ground nuts
29.81,61.85,63.84,clayey,maize
35.87,58.52,45.11,loamy,cotton
21.58,47.1,30.17,sandy,paddy
34.09,58.05,39.69,clayey,pulses
26.72,58.52,62.69,clayey,paddy
22.04,58.49,29.03,loamy,ground nuts
22.5,51.88,36.58,loamy,millets
38.05,71.56,50.94,clayey,ground nuts
28.21,59.97,54.67,red,tobacco
35.11,69.12,38.09,red,oil seeds
33.34,55.54,24.95,loamy,millets
28.36,53.52,39.93,sandy,barley
30.1,74.95,61.83,sandy,sugarcane
28.07,60.67,37.38,clayey,wheat
27.75,63.56,36.82,black,tobacco
30.96,49.06,48.58,red,maize
34.57,67.12,53.8,loamy,barley
24.58,66.09,47.42,clayey,millets
25.28,48.9,53.75,loamy,millets
21.29,52.95,54.28,black,oil seeds
34.65,67.45,27.77,clayey,pulses
32.71,63.72,42.47,red,barley
31.56,58.38,47.62,red,maize
29.88,57.23,30.93,red,maize
29.61,74.1,58.36,clayey,tobacco
27.26,59.75,46.54,black,sugarcane
31.1,59.38,64.58,black,millets
27.62,42.65,34.2,red,ground nuts
23.39,51.7,38.58,sandy,sugarcane
30.76,65.37,56.76,black,wheat
27.59,52.68,22.3,black,tobacco
29.22,56.15,58.3,clayey,paddy
29.0,51.21,32.58,sandy,barley
29.99,59.24,41.71,loamy,paddy
30.55,55.03,34.97,sandy,sugarcane
28.25,51.77,37.97,loamy,sugarcane
21.43,41.07,57.57,red,tobacco
22.87,46.84,31.51,sandy,oil seeds
37.21,59.96,69.61,loamy,paddy
32.81,69.92,24.3,clayey,pulses
26.37,67.22,61.02,black,wheat
33.72,60.97,44.56,sandy,wheat
24.53,55.6,43.85,black,barley
25.84,58.46,68.74,loamy,tobacco
20.28,44.28,64.04,black,maize
32.16,62.49,27.24,black,cotton
23.79,54.8,34.58,black,oil seeds
27.6,61.91,38.15,sandy,oil seeds
38.17,72.1,28.01,red,oil seeds
27.77,55.5,48.92,red,wheat
30.42,47.39,30.58,clayey,sugarcane
32.29,54.87,41.39,clayey,pulses
32.93,56.43,53.21,black,ground nuts
22.42,43.59,46.16,sandy,pulses
23.83,55.37,70.0,clayey,cotton
29.0,67.64,61.06,black,sugarcane
24.87,60.88,70.0,black,cotton
40.0,78.73,39.93,red,sugarcane
26.64,60.11,29.46,loamy,maize
28.5,54.54,57.79,loamy,tobacco
25.4,49.86,56.53,black,maize
26.35,59.75,53.03,loamy,cotton
30.08,70.31,42.74,sandy,pulses
32.45,71.13,36.11,sandy,barley
26.64,54.15,42.1,clayey,oil seeds
26.97,51.74,34.74,red,maize
30.48,61.59,24.88,loamy,barley
28.25,54.87,56.78,red,ground nuts
27.53,40.07,31.84,sandy,pulses
39.78,63.55,29.54,clayey,pulses
32.23,74.54,32.4,sandy,wheat
29.54,68.62,31.48,red,pulses
28.58,50.54,54.24,sandy,cotton
32.26,74.11,50.32,clayey,tobacco
33.95,50.1,43.41,clayey,maize
27.46,56.08,46.59,red,wheat
28.55,51.94,70.0,clayey,millets
31.04,62.08,37.18,black,paddy
35.4,62.35,43.09,sandy,ground nuts
30.35,64.59,65.36,loamy,maize
23.84,40.24,61.13,sandy,wheat
31.09,60.88,24.64,sandy,cotton
32.89,59.55,40.12,sandy,paddy
35.21,59.99,52.74,loamy,paddy
25.58,52.45,68.83,black,millets
25.2,53.17,48.13,loamy,paddy
27.49,58.98,48.37,red,wheat
32.08,71.52,31.79,black,maize
26.85,59.85,50.57,red,maize
30.72,67.49,51.07,red,pulses
31.74,69.49,64.58,clayey,millets
39.11,68.35,24.92,sandy,ground nuts
28.91,63.15,33.04,red,pulses
27.52,67.88,39.25,black,tobacco
25.41,59.6,47.88,loamy,barley
32.18,68.67,33.89,red,wheat
26.93,61.89,55.88,loamy,wheat
34.46,54.47,58.14,loamy,sugarcane
37.11,57.52,59.83,black,oil seeds
25.4,51.85,40.41,clayey,barley
23.08,56.85,34.73,red,ground nuts
29.05,51.18,54.12,black,millets
30.88,62.0,46.07,red,pulses
36.5,67.29,49.74,loamy,paddy
35.86,73.75,44.57,loamy,ground nuts
26.9,58.33,26.84,black,tobacco
29.43,42.85,61.97,clayey,wheat
23.2,42.49,28.19,loamy,cotton
37.57,63.17,70.0,loamy,maize
31.68,62.82,43.85,loamy,sugarcane
31.14,61.64,50.47,red,oil seeds
24.57,61.8,37.23,loamy,wheat
28.82,61.83,41.27,red,tobacco
34.14,52.29,37.41,red,barley
32.65,70.55,41.48,clayey,wheat
32.84,66.23,49.59,black,ground nuts
29.04,61.31,47.24,loamy,oil seeds
32.43,58.32,61.02,sandy,wheat
34.77,69.36,44.88,clayey,ground nuts
29.15,57.25,55.55,clayey,sugarcane
39.99,72.77,49.75,sandy,paddy
32.34,52.54,32.24,black,paddy
35.63,59.21,51.58,loamy,sugarcane
34.29,63.96,28.02,loamy,cotton
24.99,51.26,34.71,sandy,ground nuts
25.09,62.93,34.08,black,millets
29.11,56.91,62.25,black,ground nuts
30.58,61.29,60.2,black,tobacco
24.25,57.38,30.23,sandy,paddy
24.2,55.48,57.9,black,barley
20.69,57.12,59.85,sandy,tobacco
27.56,67.78,36.61,red,millets
21.97,48.06,43.61,loamy,cotton
36.42,59.37,37.49,red,paddy
33.72,57.94,36.36,black,oil seeds
36.86,66.97,28.44,clayey,ground nuts
20.76,48.98,63.92,black,tobacco
35.38,56.76,21.51,black,millets
28.96,64.48,27.52,clayey,oil seeds
28.62,45.89,61.45,sandy,cotton
32.64,66.3,39.89,black,ground nuts
35.16,73.41,48.63,clayey,paddy
23.55,54.07,32.68,loamy,pulses
27.06,59.18,59.42,black,tobacco
22.0,57.32,45.85,sandy,tobacco
31.75,57.58,30.58,clayey,paddy
29.11,60.77,61.25,red,sugarcane
28.85,63.24,39.74,red,oil seeds
30.29,53.7,25.09,loamy,wheat
33.04,63.52,47.86,black,paddy
21.37,53.85,26.22,sandy,ground nuts
34.88,62.36,57.79,clayey,pulses
27.81,66.3,59.63,clayey,cotton
26.02,65.02,48.03,loamy,barley
24.9,59.13,55.71,loamy,tobacco
39.86,74.47,42.82,red,barley
34.01,55.99,29.3,sandy,wheat
32.69,57.68,48.14,loamy,paddy
31.99,47.84,39.57,black,maize
39.59,72.27,42.36,sandy,wheat
29.71,48.75,26.24,loamy,tobacco
32.0,72.09,42.61,loamy,millets
39.03,74.51,65.94,loamy,wheat
39.83,65.33,33.3,sandy,cotton
30.53,70.52,56.87,sandy,ground nuts
37.44,60.97,52.15,red,wheat
25.65,56.93,32.12,clayey,sugarcane
28.01,69.54,20.78,loamy,paddy
27.33,52.91,29.81,loamy,maize
27.0,54.79,41.03,loamy,tobacco
28.27,45.54,63.35,loamy,millets
39.37,73.58,47.49,sandy,barley
29.14,54.24,24.55,black,oil seeds
31.76,43.24,56.29,clayey,barley
27.27,59.89,20.0,sandy,tobacco
24.0,49.08,66.12,red,millets
34.15,67.47,27.11,black,millets
28.67,58.79,59.0,sandy,pulses
30.11,63.4,62.56,sandy,oil seeds
38.97,55.72,35.47,black,tobacco
32.02,60.85,31.09,black,barley
28.02,66.84,58.92,sandy,paddy
30.66,52.06,46.15,black,cotton
27.05,58.49,39.27,sandy,ground nuts
28.21,57.07,40.54,sandy,paddy
25.6,45.0,55.92,red,cotton
29.75,61.63,34.96,black,tobacco
35.91,52.46,56.61,sandy,tobacco
23.45,51.03,44.45,black,pulses
35.86,70.31,54.4,clayey,ground nuts
29.26,71.92,44.23,clayey,pulses
35.79,66.77,34.39,loamy,barley
26.49,47.23,30.23,red,barley
25.05,57.08,55.46,clayey,tobacco
32.42,54.71,33.03,sandy,paddy
39.85,60.31,29.29,sandy,cotton
27.87,61.38,57.51,red,pulses
20.76,55.99,62.58,clayey,tobacco
22.3,56.51,42.72,sandy,tobacco
32.17,55.02,37.37,sandy,sugarcane
32.58,58.58,34.16,loamy,maize
30.81,63.77,70.0,red,maize
32.86,59.79,41.11,clayey,sugarcane
28.58,56.91,45.99,red,barley
30.9,68.25,36.56,sandy,wheat
28.35,48.46,32.32,clayey,millets
30.44,69.49,24.3,red,sugarcane
22.26,42.14,35.5,loamy,millets
27.59,59.58,58.65,sandy,barley
28.0,41.61,30.62,red,oil seeds
29.15,57.67,32.35,black,sugarcane
31.09,62.05,42.38,red,cotton
20.86,49.09,28.16,loamy,paddy
34.1,57.33,56.67,black,tobacco
26.9,52.19,33.57,red,cotton
26.55,52.44,67.67,black,ground nuts
26.56,57.43,26.53,red,tobacco
31.72,58.72,70.0,sandy,sugarcane
25.55,50.88,27.55,loamy,cotton
31.42,59.9,29.07,black,millets
28.24,51.23,42.62,red,cotton
30.09,46.89,35.95,loamy,wheat
28.94,62.47,31.99,loamy,sugarcane
39.33,59.27,40.62,clayey,wheat
29.89,55.53,32.61,loamy,barley
30.28,56.11,40.03,sandy,pulses
40.0,63.63,40.65,clayey,millets
36.4,55.11,26.14,red,wheat
27.28,47.79,29.37,clayey,millets
27.38,53.83,55.09,red,maize
29.14,64.95,36.54,black,paddy
32.93,62.73,59.96,loamy,paddy
24.71,50.55,62.03,red,pulses
29.94,58.85,54.14,sandy,cotton
29.48,59.59,66.35,black,pulses
31.0,51.8,44.91,sandy,sugarcane
28.55,67.66,35.99,loamy,pulses
31.06,58.49,40.24,black,cotton
23.88,52.3,27.19,black,cotton
30.3,45.03,57.51,loamy,sugarcane
23.43,55.73,32.02,sandy,millets
30.56,67.31,36.79,clayey,sugarcane
27.68,57.8,70.0,red,wheat
25.34,50.98,53.43,loamy,oil seeds
24.4,47.18,49.55,loamy,cotton
31.8,56.53,35.42,loamy,barley
22.54,58.92,51.76,red,maize
35.49,77.62,56.57,clayey,ground nuts
25.05,49.33,48.69,loamy,maize
26.52,47.52,49.4,red,oil seeds
36.29,74.2,54.68,sandy,paddy
32.94,50.95,43.98,sandy,barley
27.87,49.55,33.0,clayey,tobacco
29.86,65.84,66.44,red,barley
30.39,54.61,51.82,black,tobacco
23.19,50.83,60.22,sandy,millets
25.12,58.07,40.47,sandy,sugarcane
29.41,52.87,50.35,black,cotton
38.48,80.0,59.16,red,oil seeds
25.8,57.61,40.46,red,barley
25.27,55.44,29.6,clayey,ground nuts
26.56,58.48,45.6,sandy,ground nuts
30.71,56.3,70.0,black,maize
24.99,65.8,51.83,black,barley
28.61,46.05,42.05,sandy,oil seeds
32.63,64.54,36.41,clayey,ground nuts
24.98,47.19,51.65,sandy,oil seeds
27.93,46.76,56.5,black,paddy
31.01,66.62,62.69,sandy,tobacco
39.26,60.36,29.14,loamy,maize
31.29,59.62,56.81,sandy,oil seeds
32.1,50.44,47.36,red,pulses
28.35,59.56,34.46,red,pulses
26.57,54.52,46.1,black,wheat
40.0,77.35,41.55,sandy,ground nuts
37.24,59.64,30.67,red,ground nuts
28.4,57.3,49.24,clayey,sugarcane
33.83,56.31,25.41,sandy,maize
27.47,58.13,56.8,black,tobacco
32.01,56.9,39.16,red,sugarcane
23.69,59.77,47.95,clayey,pulses
30.22,60.34,59.66,black,paddy
25.24,46.57,36.23,loamy,maize
26.8,60.69,60.28,loamy,wheat
32.37,56.56,65.45,sandy,ground nuts
23.86,55.45,24.43,loamy,millets
34.18,58.31,46.39,sandy,maize
39.42,76.38,57.33,black,maize
24.86,54.46,36.36,clayey,millets
32.95,62.26,50.04,sandy,paddy
29.78,59.94,29.17,sandy,pulses
27.48,60.62,44.8,black,sugarcane
36.73,71.35,70.0,black,sugarcane
27.49,63.32,26.02,red,pulses
30.69,59.81,37.29,loamy,oil seeds
29.14,58.46,36.98,loamy,barley
32.52,57.58,57.94,clayey,maize
23.05,52.61,60.11,black,tobacco
29.48,60.63,42.23,clayey,ground nuts
25.33,53.26,27.11,red,pulses
26.0,57.01,31.36,loamy,oil seeds
30.09,62.9,44.53,red,sugarcane
27.83,53.2,58.73,loamy,pulses
37.81,73.97,40.95,black,maize
36.87,61.5,54.95,loamy,tobacco
30.98,66.44,29.27,sandy,cotton
30.41,52.79,24.79,red,paddy
35.69,58.61,58.14,red,maize
23.11,53.38,41.79,black,millets
23.82,59.74,65.58,black,tobacco
34.2,72.31,28.33,black,tobacco
34.22,74.96,58.79,red,oil seeds
36.98,73.11,41.32,clayey,paddy
